u,g,r,i,z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,subclass,redshift,redshift_err
19.50241,18.16912,17.31933,16.86168,16.58155,15.81254,53.99484,118.1048,180.022,233.0102,3.96726,4.564627,4.151886,4.217083,4.231248,12.55204,46.82663,145.8946,98.45793,187.8418,1.769381,1.965977,1.779445,1.864167,1.76823,20.82007,18.67238,19.50208,18.23491,17.89234,0.6132595,0.6671664,0.6240434,0.6379902,0.6289639,STARFORMING,0.1504413,1.24e-05
19.56148,18.14772,17.24293,16.68538,16.35773,14.9751,55.06962,126.715,211.7609,286.3544,27.92534,5.226151,4.327324,5.298522,3.552421,16.22671,46.908,154.684,99.39606,174.1273,3.373219,2.509892,2.045591,2.240229,1.658142,21.59543,19.36131,20.20588,18.82467,18.30616,0.7579002,0.7816817,0.7277226,0.6716288,0.6606848,STARFORMING,0.09310091,7.76e-06
19.32365,18.01678,17.37806,16.93019,16.62969,18.64301,62.1278,111.886,169.0135,222.9038,2.882967,2.452882,2.179524,2.262832,2.120761,21.46646,64.00972,169.2157,113.3199,211.7174,1.354252,1.187031,1.053689,1.087469,0.9985879,20.06532,18.18766,18.77975,17.72709,17.37754,0.5404501,0.5950399,0.6392812,0.6374964,0.6724672,STARBURST,0.05208456,3.69e-06
21.17278,20.66648,20.26459,20.1774,21.2433,3.389598,5.411126,7.835413,8.488797,3.009753,3.21655,2.056709,1.663093,2.252367,0.9127352,3.613436,5.674755,8.810732,8.060804,0.7684532,1.075574,1.055311,0.9738371,1.094267,0.2822472,21.29976,20.43136,20.82128,20.37755,21.26551,0.07975233,0.3584654,0.7264559,0.6716521,0.1147958,STARBURST,0.1557352,1.45e-05
18.1671,17.03157,16.55929,16.29708,16.10015,54.09496,153.9466,237.8391,302.8077,363.0263,8.491046,7.821735,7.629782,7.604273,7.31546,56.31999,154.5168,299.1092,238.9059,343.758,3.793604,3.590276,3.449939,3.509398,3.304316,20.23285,18.91176,19.22984,18.61209,18.29949,0.2951049,0.3048758,0.3185149,0.3232224,0.2910151,STARFORMING,0.02177427,8.96e-06
18.50909,17.30408,16.71045,16.34596,16.10415,39.47839,119.7758,206.9287,289.477,361.6913,4.637828,4.513833,4.445109,4.501442,4.562496,39.14648,118.4832,267.3416,202.3679,332.748,2.503055,2.372798,2.171416,2.288261,2.143884,19.94516,18.35669,18.92895,17.84264,17.61839,0.8363951,0.8749171,0.8662599,0.8646641,0.8425294,STARFORMING,0.07146168,1.11e-05
19.12449,18.22033,17.88967,17.58995,17.53048,22.39693,51.50731,69.84438,92.04893,97.22572,3.199488,2.999134,2.886941,3.085747,2.784362,21.35741,51.47964,90.86713,71.1648,97.58127,1.425092,1.466832,1.404677,1.498885,1.457823,20.28587,19.04526,19.35897,18.82635,18.70108,0.6037934,0.657178,0.6533978,0.7014585,0.7226934,STARBURST,0.09899052,5.79e-06
19.14855,18.04506,17.43543,17.03516,16.87172,21.9059,60.53089,106.1278,153.4391,178.3626,5.206376,4.907862,4.371078,4.622657,4.050437,24.38446,62.52008,148.8497,107.3776,150.0374,2.468807,2.294836,2.086206,2.185471,1.774492,20.7103,19.09591,19.67155,18.68769,18.49978,0.5305129,0.7094674,0.7233653,0.707608,0.6680947,STARFORMING,0.1382033,7.05e-06
18.54275,17.85676,17.77127,17.59486,17.59479,38.27317,71.99403,77.89203,91.63329,91.63361,3.967075,3.835345,3.558471,3.650561,3.765444,38.28854,72.46422,87.37822,75.7912,91.99462,1.933051,1.888506,1.750653,1.78091,1.814714,19.84691,19.0817,19.21082,18.91332,18.87081,0.4556214,0.5531886,0.5340219,0.5235117,0.5155457,STARBURST,0.0410039,3.79e-06
19.88334,18.70004,18.22896,17.89354,17.74717,11.13252,33.11167,51.09932,69.5953,79.6336,3.29116,3.309537,3.405383,3.469029,3.195139,10.03456,31.76312,67.06855,51.25672,80.88412,1.444271,1.585779,1.625136,1.659652,1.686725,21.15077,19.54729,20.11838,19.19152,18.99815,0.6602757,0.6312625,0.6691221,0.6634381,0.5605475,STARBURST,0.1096068,6.74e-06
23.13914,21.62597,20.4649,19.69823,19.39368,0.5197529,2.233103,6.514646,13.20158,17.44806,2.969862,11.30956,4.240951,7.360513,5.483261,1.790269,3.108361,12.87787,5.608393,18.23577,4.593588,2.583521,1.674383,1.387627,1.868455,23.14748,21.18382,22.30826,20.44448,20.15918,0.05,0.4594452,0.5263413,0.3133201,0.05,STARFORMING,0.4992481,8.56e-05
19.07155,17.88149,17.34514,16.95607,16.79662,23.51601,70.37276,115.3307,165.0336,191.1378,3.00818,2.83629,2.692785,2.700109,2.747154,23.86013,69.77711,161.4316,115.6593,182.6669,1.485327,1.431247,1.352226,1.391031,1.361086,19.91318,18.51111,18.88593,18.12191,17.81302,0.5127219,0.5572291,0.5644569,0.5378713,0.5158809,STARBURST,0.1052825,1.01e-05
19.84567,18.16356,17.38576,16.96339,16.61635,11.52571,54.2719,111.0953,163.9247,225.6606,7.112895,6.125018,5.490788,5.697587,5.493964,15.77706,54.85746,150.4858,105.2325,203.9495,3.397157,2.898882,2.52161,2.652467,2.514205,21.69385,19.43202,20.3058,19.00457,18.60146,0.3795791,0.3240471,0.3307432,0.3342444,0.3395855,STARFORMING,0.08413158,1.25e-05
18.54615,17.38219,16.98182,16.72433,16.54318,38.15358,111.4616,161.1657,204.2986,241.3915,12.61745,10.67437,10.69618,11.20058,10.14276,45.46823,102.5859,176.8208,155.3443,220.9985,5.613612,4.830792,4.573955,4.978985,4.774763,21.73767,20.17102,20.65407,19.72951,19.5671,0.9589579,0.9416506,0.9382975,0.9125409,0.8629965,STARFORMING,0.04351993,1.07e-05
19.41601,18.11603,17.54926,17.22212,16.95287,17.12248,56.70029,95.56467,129.1668,165.5172,5.161352,4.608052,5.155131,5.102634,5.008123,20.42981,61.62653,149.3565,107.1839,184.3386,2.163066,2.164008,2.302427,2.253362,2.217162,20.95726,19.14227,19.64048,18.88636,18.61257,0.7202934,0.7616353,0.789285,0.7840301,0.6884263,STARFORMING,0.06082294,7.06e-06
19.90052,18.82546,18.10516,17.69982,17.49467,10.95774,29.49923,57.27116,83.18958,100.4867,5.309771,3.717877,3.352157,3.491086,3.060236,14.48545,31.36285,82.80624,57.82774,89.76275,2.043995,1.776681,1.614677,1.64348,1.423821,21.54268,19.89825,20.5809,19.59401,19.04093,0.6825112,0.6537207,0.7174739,0.6876086,0.7265898,STARFORMING,0.1736733,1.18e-05
19.26226,18.37542,18.1136,17.6714,17.8025,19.72754,44.65078,56.82736,85.39647,75.67637,3.436915,3.119531,3.033223,3.098233,3.677528,17.66519,40.79685,75.52735,51.45429,72.86669,1.467531,1.419717,1.325357,1.416165,1.456874,20.06919,19.05562,19.30445,18.6539,18.82609,0.8741561,0.8520746,0.8622798,0.9461614,0.763381,STARBURST,0.1032828,7.74e-06
17.69881,16.56735,16.07524,15.77354,15.61091,83.26743,236.0794,371.4523,490.4361,569.6833,7.087874,6.634218,6.534328,6.492473,6.484248,83.84901,233.4758,452.3552,357.1941,508.7958,3.654643,3.463085,3.345786,3.367273,3.17263,19.46932,18.38042,18.86752,17.8351,17.68795,0.9360346,0.9260255,0.9205604,0.9479428,0.9498776,STARFORMING,0.04618024,1.07e-05
21.71608,20.80721,20.07224,19.82303,19.48693,2.049058,4.75294,9.354761,11.7676,16.00674,1.901024,1.990248,1.560669,1.475042,5.769176,1.482351,4.907484,10.87057,8.961776,15.57992,0.8180944,1.01,0.8312004,0.7595375,0.833098,21.69963,20.16092,20.87401,19.89509,19.57095,0.098603,0.3783362,0.600269,0.6503379,0.09901004,STARBURST,0.2963853,2.26e-05
18.90969,17.85846,17.55691,17.26069,17.11992,27.29685,71.88122,94.89301,124.6588,141.9124,5.537599,6.09246,8.113826,8.223236,18.02284,16.71767,53.25142,108.5565,76.20448,93.87458,2.051071,2.607994,3.367025,2.945426,2.423791,20.53654,19.52568,19.5555,19.20125,19.05307,0.6180874,0.4631799,0.4419908,0.4200318,0.4055968,STARBURST,0.04666097,6.87e-06
19.42652,18.39888,17.91812,17.57151,17.41035,16.95753,43.69656,68.0377,93.62529,108.6024,4.759101,4.202434,4.022045,4.380758,4.234744,16.06483,42.78024,89.60861,69.09702,105.8826,2.010706,2.055604,1.96825,2.081436,2.072829,20.97459,19.9898,20.17776,19.64972,19.3911,0.6390072,0.760969,0.7529833,0.7286742,0.6179276,STARFORMING,0.0919277,7.38e-06
20.00292,19.3668,19.01719,18.72489,18.95975,9.971175,17.91711,24.72371,32.36151,26.04655,1.606835,1.460972,1.498629,1.650208,1.404392,10.09879,17.59435,31.68485,24.56909,24.57199,0.8335584,0.7628235,0.7565582,0.7999757,0.6866266,20.03951,19.1484,19.49966,18.86382,19.12991,0.1462362,0.8931408,0.562539,0.6302959,0.4849102,STARBURST,0.2046288,6.62e-06
20.83315,19.62552,19.0746,18.73016,18.64797,4.638145,14.118,23.4504,32.20506,34.72289,3.562875,4.052216,4.296749,4.51657,2.833327,3.795232,13.0823,33.34771,20.21759,22.80768,1.454711,1.85453,1.930546,1.667457,1.415145,21.99499,20.74962,21.05718,20.51261,20.16467,0.3351056,0.2622804,0.2384253,0.3012636,0.2692237,STARFORMING,0.08899629,1.12e-05
19.32788,18.42597,18.04484,17.72732,17.68986,18.57051,42.61954,60.54294,81.10913,83.95025,3.23381,2.89058,18.49927,3.103045,2.755679,19.97916,43.47674,80.77703,58.79247,79.32183,1.562535,1.4842,1.476362,1.464928,1.372739,20.52291,19.03519,19.63165,18.71623,18.65624,0.6443668,0.7954084,0.8367643,0.8873637,0.8275771,STARBURST,0.1197941,7.23e-06
18.95853,17.8061,17.2376,16.95145,16.75752,26.09598,75.43283,127.338,165.7371,198.1461,8.825425,7.415575,7.084335,7.468983,6.727499,29.60843,74.75518,155.1337,126.1455,188.0266,4.186121,3.803776,3.560377,3.764739,3.597434,21.35569,19.90321,20.36728,19.70851,19.41926,0.5997432,0.562494,0.5710252,0.5986723,0.6504748,STARFORMING,0.08782044,9.56e-06
19.54977,18.49259,17.83179,17.45008,17.13431,15.13755,40.08324,73.66906,104.7053,140.044,5.059618,4.69594,4.113771,4.720287,3.928382,16.0394,41.22308,101.2379,73.62956,118.674,2.269332,2.137237,1.799843,2.01231,1.684874,21.07354,19.66926,20.15956,19.32295,18.74661,0.212515,0.2066401,0.1981641,0.2044772,0.2047079,STARBURST,0.159675,9.12e-06
21.1386,20.38183,19.35311,18.9264,18.50649,3.498379,7.033886,18.14425,26.87948,39.55976,2.086139,3.413838,3.121361,3.403807,3.338299,3.665343,7.555391,24.59964,18.28908,41.05892,1.657336,1.726614,1.465268,1.65642,1.811014,21.71418,20.25211,21.36882,19.81392,19.36867,0.3237241,0.9155103,0.8883832,0.7951258,0.8544723,STARFORMING,0.2886356,1.97e-05
19.47981,18.34464,17.88851,17.57911,17.44077,16.1452,45.93478,69.91898,92.97211,105.6022,4.336115,4.835953,4.53887,4.484453,3.71925,16.23962,47.9594,92.30074,70.56624,97.56184,2.192809,2.254208,2.069334,2.11107,1.863965,20.79528,19.4722,19.95012,19.15521,18.9195,0.4643242,0.4611167,0.4777383,0.4937615,0.4858473,STARFORMING,0.0754134,7.27e-06
19.60418,18.13531,17.3377,16.91355,16.61036,14.39746,55.70275,116.1238,171.6241,226.9082,5.924836,5.655103,5.128279,5.437847,4.839763,14.18915,56.02237,159.2835,111.7003,193.4682,2.554986,2.568549,2.271074,2.42764,2.132333,21.22268,19.23155,19.97004,18.91286,18.52461,0.2240221,0.2593548,0.2736856,0.2556535,0.2729886,STARFORMING,0.08717122,9.62e-06
22.11749,21.83169,20.94735,20.78658,19.99479,1.408564,1.846271,4.175447,4.839146,9.993567,1.486097,1.844038,1.94248,2.313944,2.873583,0.5707637,1.939196,4.84657,4.175096,12.65442,0.4961735,1.071525,1.099306,1.091259,1.351483,22.17767,21.33075,22.17474,21.16218,20.31649,0.1878482,0.8845135,0.7027013,0.05,0.05,STARBURST,0.4007377,3.38e-05
17.47864,16.53205,16.21536,16.07295,15.96612,101.9863,243.8814,326.4796,372.2379,410.7234,7.732917,8.109104,7.717799,7.817841,7.617376,113.3962,254.9977,380.5144,336.8527,414.9705,3.804077,3.72681,3.518725,3.566972,3.415625,19.80405,18.70599,18.99441,18.6159,18.50315,0.5865996,0.7274842,0.7219712,0.7320905,0.7298803,STARBURST,0.0226079,7.26e-06
21.5789,21.11493,20.72959,20.50649,20.25255,2.327431,3.57892,5.10414,6.266782,7.855551,1.990198,1.572484,1.523096,1.699907,1.868278,2.529215,3.227742,5.657349,5.152443,5.376874,0.936631,0.7923493,0.7950835,0.9085719,0.5605789,21.65582,20.87429,21.22982,20.66806,20.29447,0.2499193,0.1479909,0.2420524,0.06236084,0.05,STARBURST,0.4104478,1.3e-05
19.05652,17.97769,17.41767,17.07497,16.8721,23.84379,64.4058,107.8775,147.9143,178.3011,3.681857,3.821456,3.732254,3.888942,4.091878,22.81621,65.50327,150.9085,111.1406,186.8058,1.80882,1.847115,1.779926,1.838626,1.900138,20.13535,18.54232,19.15238,18.25776,18.04528,0.8433951,0.8689929,0.913726,0.9207838,0.8708375,STARBURST,0.1539997,8.7e-06
22.26794,21.76437,21.51026,21.70353,21.60236,1.222465,1.964911,2.48248,2.066964,2.046327,0.9869623,1.10602,1.005466,1.041255,0.9846497,0.9523383,1.563866,1.88385,2.199136,1.886314,0.5113938,0.5859882,0.5310299,0.550047,0.5357885,22.3172,21.65339,21.83653,21.89763,21.76022,0.2106037,0.201621,0.5817095,0.8546137,0.05,STARBURST,0.02709952,7.58e-06
19.40338,18.01326,17.39445,17.04358,16.77343,17.3229,62.32998,110.21,152.2531,195.2644,8.029148,6.288447,6.593575,6.230577,6.597054,19.73699,58.48203,145.0056,101.8388,180.7442,3.517077,3.021365,3.007412,2.957028,2.964729,21.65871,19.8206,20.55962,19.56438,19.13149,0.2848231,0.2926118,0.2999453,0.2899484,0.2966249,STARFORMING,0.06641521,1.12e-05
18.2344,17.05869,16.56395,16.2951,16.21889,50.84348,150.1496,236.8216,303.3603,325.4179,12.85727,12.52029,12.34179,12.22044,10.44875,42.33559,142.6815,277.6765,216.889,209.1496,5.252207,6.022584,5.828231,5.878805,4.35512,21.4376,19.7669,20.42147,19.6778,19.62323,0.8567881,0.8974131,0.8831596,0.9041736,0.849342,STARFORMING,0.02817128,1.28e-05
19.4463,17.88054,17.19974,16.86208,16.6422,16.65134,70.43428,131.8577,179.956,220.3509,6.606861,6.856684,6.892837,6.760884,6.233127,18.49821,69.01025,168.2809,124.7994,165.3956,3.497344,3.51562,3.327945,3.404706,2.709414,22.17356,19.97583,20.57172,19.61779,19.1468,0.5909276,0.6225213,0.6326448,0.6051322,0.615417,STARFORMING,0.09337061,1.53e-05
18.5658,17.37595,16.92765,16.59768,16.4078,37.46914,112.104,169.4107,229.5764,273.4483,7.872093,8.448851,8.282658,8.308562,39.31003,39.36568,118.5536,241.0945,182.9731,282.2342,3.977087,3.969771,3.815764,3.922285,3.945723,20.97458,19.57243,19.76719,19.21824,18.63,0.7399828,0.6871195,0.7121788,0.7277577,0.6744984,STARBURST,0.07805429,7.43e-06
21.94548,21.61897,21.18823,21.45164,21.28597,1.654753,2.247591,3.343106,2.613948,2.880225,1.220598,1.446909,1.435213,1.644522,1.002353,1.17587,1.722543,2.026188,3.07966,0.7327712,0.5736831,0.6873322,0.7099945,0.8038139,0.2829365,21.83816,21.26733,21.67534,21.54332,21.30298,0.1503043,0.08593763,0.1009485,0.1495998,0.1319379,STARBURST,0.2664399,1.31e-05
18.57324,17.79546,17.54034,17.23595,17.1823,37.21321,76.17564,96.35259,127.5317,133.9884,1.781119,1.901922,2.204638,2.244455,2.35655,34.13254,72.60658,128.3977,96.33359,143.171,0.8830968,0.9187161,0.9971676,1.025869,1.078321,18.81279,17.92423,18.08251,17.65637,17.65968,0.7360239,0.999966,0.9361866,0.9996859,0.9684163,STARBURST,0.09727749,1.1e-05
22.4521,22.05984,21.86929,21.78149,21.52556,1.02635,1.494505,1.779597,1.921501,2.23025,1.042862,1.451543,2.969746,1.666766,2.521924,1.064876,1.391515,0.4493582,1.81384,3.69229,0.7568106,0.6338685,0.3038296,0.8151372,1.085897,22.39746,21.8932,22.09042,21.78519,21.60989,0.3503055,0.1632533,0.2496659,0.1427895,0.05,STARBURST,0.1317819,7.93e-06
19.43479,18.24479,17.57666,17.18822,17.00009,16.82879,50.35961,93.18254,133.2641,158.4727,8.603396,3.87895,3.944046,3.705189,3.791335,13.68407,42.65106,108.6981,77.48682,125.7219,1.97405,1.814543,1.831412,1.748857,1.688337,20.48207,18.84949,19.54583,18.30326,18.20198,0.4691225,0.6094009,0.6583393,0.6704299,0.6277504,STARFORMING,0.1789282,9.48e-06
21.97718,21.92073,21.18055,20.6012,20.26554,1.606454,1.700189,3.366884,5.742411,7.760499,1.55251,1.580682,1.521297,1.460507,4.423606,1.22667,1.58364,5.001142,2.860772,6.493323,0.7234312,0.7562516,0.7197218,0.7382304,0.6745422,21.955,21.31795,22.04582,20.74601,20.3925,0.09748054,0.6502674,0.3729449,0.3526273,0.08147459,STARBURST,0.5353944,7.46e-05
20.4257,19.18222,18.5899,18.20482,17.96274,6.753559,21.23744,36.6466,52.24746,65.29021,3.186081,4.005902,3.383983,3.687357,3.200331,5.910145,21.69398,48.21719,34.73415,64.85788,1.437568,1.826877,1.565953,1.660506,1.702626,21.94304,20.37031,20.80377,20.08839,19.5868,0.262855,0.2572511,0.2554671,0.2582449,0.2858584,STARFORMING,0.08232407,9.52e-06
20.5576,19.81492,19.02612,18.6788,18.29064,5.98029,11.85787,24.5212,33.76501,48.26604,2.425203,2.577381,2.505579,2.502216,3.276473,5.765954,12.02196,33.1961,24.74045,52.05336,1.318403,1.296184,1.212709,1.24742,1.363574,21.36007,20.09577,20.72401,19.74376,19.23912,0.5918463,0.5107454,0.5442513,0.5088666,0.5627498,STARBURST,0.3217221,1.29e-05
17.91396,16.95846,16.44853,16.02309,15.90928,68.29913,164.6711,263.3828,389.731,432.8016,3.172249,3.392349,3.341583,3.392078,3.214854,59.86306,148.495,355.7607,242.0281,403.1237,1.519274,1.588225,1.554034,1.537563,1.518282,18.72569,17.37138,17.82506,16.94713,16.912,0.7624154,0.838425,0.869879,0.8664974,0.8757765,STARBURST,0.1508499,1.39e-05
18.20214,17.02551,16.52806,16.22353,16.05235,52.37708,154.8085,244.7805,324.032,379.3661,6.951764,7.099443,6.765702,7.008922,7.18938,49.06222,147.7786,288.7925,229.275,329.4905,3.808272,3.864816,3.63782,3.79868,3.616078,21.13138,19.26009,19.81149,18.91929,18.52289,0.7001815,0.8249494,0.8234853,0.7920374,0.7764957,STARFORMING,0.1118122,9.65e-06
19.09674,17.98326,17.57817,17.26058,17.14954,22.97668,64.07603,93.0529,124.6717,138.0935,6.717265,6.005707,5.760651,5.740302,6.826,25.16402,63.39295,118.4207,88.98042,144.1723,3.185018,3.043151,2.890176,2.882122,3.172605,20.84831,19.55373,19.82143,19.2387,18.99531,0.6499966,0.813832,0.830643,0.8700199,0.8095086,STARFORMING,0.08721332,8.55e-06
22.26703,20.96603,20.39853,20.01834,19.89132,1.223518,4.10563,6.925608,9.8292,11.00321,1.310248,1.778228,1.272749,1.618057,2.807667,0.8586382,3.964559,9.799943,6.844553,11.5371,0.6669421,0.9847353,0.7020585,0.8033217,0.8002361,22.29921,20.50156,21.02475,20.13387,20.00549,0.0693637,0.1425442,0.4440219,0.5208058,0.06875934,STARBURST,0.1870865,1.53e-05
22.86106,22.51206,21.69353,22.54197,21.50314,0.6897588,0.9807619,2.094926,0.9284085,2.28599,0.7735418,1.085599,1.012604,1.303285,0.8153817,0.4520097,0.7028097,0.6976716,1.889685,1.438192,0.3978283,0.5608057,0.6203176,0.6766785,0.3839406,22.79467,21.89652,22.67153,22.63558,21.44646,0.06261031,0.1592197,0.5281076,0.1312248,0.1798135,STARBURST,0.2820726,1.16e-05
17.8895,16.92815,16.52799,16.30749,16.14693,69.85497,169.3326,244.7961,299.9201,347.7184,3.548379,4.971056,6.517345,6.105589,5.788196,54.46014,139.461,281.0591,222.107,334.9252,1.812109,2.092582,2.675446,2.563371,2.757898,19.02756,17.98709,18.18936,17.83385,17.77316,0.5307938,0.6261315,0.6083881,0.6073368,0.6131383,STARFORMING,0.0265235,6.13e-06
19.30975,18.13284,17.70093,17.30025,17.16678,18.8833,55.82927,83.10526,120.1983,135.9169,5.580999,5.442398,4.800226,5.161138,4.114931,16.1873,57.43665,108.9643,81.55316,122.3758,2.166961,2.512035,2.100707,2.343266,2.032269,20.62743,19.20182,19.57222,18.7877,18.58431,0.1999668,0.232015,0.2518461,0.2503305,0.28019,STARBURST,0.07620168,6.81e-06
18.85751,17.73834,17.3011,16.98518,16.83066,28.64072,80.29067,120.1044,160.667,185.2371,3.222663,3.132246,3.062955,3.057707,2.897575,32.02972,83.2983,160.5274,121.7639,180.1208,1.696837,1.616055,1.519315,1.55373,1.471374,20.33636,18.66239,19.11486,18.38146,18.19371,0.8517436,0.925052,0.9039369,0.9065415,0.9167066,STARBURST,0.06771749,8.38e-06
19.04977,17.81564,17.45135,17.22737,17.06532,23.99249,74.77279,104.5827,128.5434,149.2312,7.3598,7.809359,7.673462,7.649144,8.670673,31.71185,75.87057,138.4884,114.8672,172.0713,4.154297,3.934667,3.937474,3.964154,4.241499,22.31652,20.85745,20.96565,20.89344,20.85052,0.7787827,0.816436,0.7549546,0.8000154,0.7066343,STARFORMING,0.02129745,1.13e-05
19.19575,17.99969,17.48382,17.1252,17.01421,20.97403,63.11366,101.501,141.2272,156.4248,43.76786,8.861261,7.998155,8.411384,7.350248,24.74348,64.75253,131.2458,99.67895,159.7952,4.71274,4.030874,3.527439,3.71583,3.67736,21.15622,19.76895,20.26164,19.45165,19.42694,0.1403249,0.1616857,0.1821033,0.1819434,0.1774476,STARFORMING,0.07738448,8.5e-06
19.5976,18.80999,18.25039,17.77368,17.66933,14.48501,29.92263,50.10035,77.71852,85.55328,3.148174,2.864177,2.863103,2.9331,2.949547,15.38649,29.08301,76.06678,50.16039,81.36125,1.51758,1.440129,1.381586,1.421513,1.353821,20.26501,19.15053,19.55523,18.73377,18.54368,0.6376201,0.7558199,0.6914942,0.7303252,0.8228403,STARBURST,0.2173375,1.05e-05
18.15065,16.95684,16.34997,15.99208,15.81181,54.9207,164.9159,288.4122,401.0228,473.4517,11.51748,8.951398,9.014452,9.264361,8.453757,70.45508,155.2359,377.5247,271.6451,382.6239,5.48345,4.467703,4.374385,4.404397,3.779332,21.29283,19.4343,20.14391,19.20921,18.81982,0.9152257,0.8752972,0.9257908,0.944512,0.9998013,STARFORMING,0.09249282,1.29e-05
22.62978,21.35705,20.55436,20.20664,19.66735,0.8652446,2.862534,5.999062,8.262983,13.54471,27.92628,1.713966,2.174849,1.886612,1.46665,2.305897,2.649511,9.189966,5.797986,12.32039,2.494752,0.9243535,0.998615,0.8907273,0.7896107,22.64421,20.65558,21.42346,20.32605,19.74383,0.4357836,0.05,0.09871041,0.370594,0.1445967,STARBURST,0.252423,2.04e-05
19.41227,18.11056,17.23099,16.76137,16.42192,17.1816,56.98696,128.1162,197.4477,269.9158,5.452742,4.797753,4.194364,4.603096,35.54666,17.05623,47.66122,144.8957,102.6461,203.5582,2.622883,2.256157,1.897548,2.110575,1.973207,21.0176,18.97808,19.8713,18.55419,18.1584,0.5447139,0.5855866,0.5624675,0.5150747,0.5015454,STARFORMING,0.1634384,1.59e-05
20.25737,18.29977,17.52913,17.10574,16.75436,7.887056,47.87312,97.35289,143.7818,198.7234,0.1072766,14.10968,11.78414,14.30447,11.06805,0.02468405,46.94026,115.3889,99.3773,141.8481,0.5228751,6.166291,4.775819,6.182115,3.734931,22.67365,19.99487,20.7224,19.42828,19.27728,0.1708814,0.1017369,0.1126815,0.1031138,0.1219705,STARFORMING,0.1070603,2.07e-05
20.40557,18.31767,17.09275,16.55917,16.148,6.88007,47.09003,145.5118,237.8661,347.3754,5.977366,6.209027,4.810265,5.243859,4.674203,6.487963,48.57192,225.2141,140.8461,325.5067,2.208522,2.404986,2.099223,2.224036,2.063196,21.4306,18.35904,19.60292,17.919,17.5475,0.3743788,0.8776639,0.809271,0.8306681,0.8415701,STARFORMING,0.1516601,2.32e-05
19.57468,18.68693,18.41846,18.10969,18.04987,14.79409,33.51384,42.91545,57.03203,60.25402,2.413636,2.669795,2.477165,2.624839,3.436903,14.39827,33.08523,57.89692,44.14001,69.85998,1.139867,1.30407,1.206205,1.284433,1.578434,20.09775,19.22725,19.31816,18.95119,18.84828,0.3876206,0.2589955,0.2718565,0.2716777,0.2756133,STARBURST,0.1003382,7.33e-06
22.21108,21.06415,21.0398,20.94633,21.01549,1.289849,3.750517,3.834034,4.175078,3.785154,1.069317,1.191182,1.106579,1.103167,0.9652288,0.9587991,3.08134,3.58453,3.384803,3.154235,0.5707855,0.6128089,0.5709057,0.5757733,0.5520955,22.34194,21.39025,21.22106,21.27,21.37684,0.1015826,0.9996835,0.7646486,0.8207319,0.1675338,STARFORMING,0.03645239,1.94e-05
21.56628,20.54644,20.11385,19.80541,19.77408,2.354839,6.044067,9.002933,11.96012,12.26859,1.40545,1.777471,1.446599,1.797849,1.582699,2.24381,5.932186,11.60584,8.748887,14.16345,0.7479985,0.972164,0.7686745,0.9319368,0.883528,21.61926,20.22454,20.64526,19.96764,19.9568,0.06678717,0.7796403,0.9626681,0.7753083,0.8601633,STARBURST,0.1595946,1.83e-05
18.58455,17.64222,17.26168,17.10468,16.98296,36.82761,87.723,124.5454,143.9214,160.9929,3.244273,4.203266,5.200968,4.937285,4.667088,25.11164,63.07307,117.1856,97.82627,109.7822,1.724605,1.923598,2.223783,2.140119,1.838229,20.14995,19.2854,19.29955,19.33501,18.97238,0.6788903,0.6856185,0.679269,0.6891949,0.7188309,STARBURST,0.01307389,4.69e-06
19.12346,17.7525,17.10843,16.68984,16.4637,22.41814,79.25011,143.4265,210.8929,259.7274,6.628054,6.294291,5.685656,6.035338,5.781977,22.61066,81.81853,204.467,144.9848,246.531,2.975355,3.011174,2.753836,2.904561,2.69883,20.71698,18.83457,19.52198,18.44193,18.18833,0.4603809,0.4447874,0.4604299,0.4786448,0.4490892,STARFORMING,0.07666393,7.83e-06
19.95295,18.29407,17.3381,16.83736,16.44069,10.44101,48.12489,116.0802,184.1002,265.2901,4.295811,2.520893,2.308205,2.308665,2.326574,11.12559,44.33294,165.9153,105.8184,237.1218,1.393275,1.154096,1.042066,1.087544,1.076443,20.77102,18.24089,19.09159,17.79628,17.30233,0.5117968,0.4584135,0.4567453,0.4349225,0.3941985,STARFORMING,0.09955637,2.23e-05
19.20584,17.88162,17.50107,17.33343,17.02264,20.77994,70.36423,99.90157,116.5806,155.2146,5.242168,8.499268,9.997991,10.55315,9.5918,17.51124,60.55832,106.7757,95.42001,114.4769,3.503212,4.277515,4.4633,4.815464,3.969986,21.5513,20.32425,20.83968,20.21644,19.80245,0.6127434,0.8121954,0.7927312,0.8572853,0.8314286,STARFORMING,0.03389018,9.18e-06
