u,g,r,i,z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,redshift,redshift_err
18.50276,17.43575,17.04051,16.74326,16.6486,39.70927,106.0959,152.685,200.7681,219.0556,8.934795,8.542255,8.330991,8.556664,7.377998,43.51305,108.8564,200.5134,157.5488,147.1228,4.239637,3.970054,3.847564,4.003441,2.657064,20.59287,19.14845,19.65459,18.86554,18.65929,0.7979317,0.6940969,0.7182309,0.6963168,0.7870722,0.08069104,6.88e-06
19.39666,18.21369,17.48406,17.09297,16.85024,17.4305,51.82303,101.4786,145.4822,181.9265,4.497473,3.948447,3.557691,3.780527,3.687308,17.01846,46.21693,121.1621,85.74655,141.2909,2.034214,1.913889,1.688669,1.763236,1.535816,20.47988,18.57395,19.32062,18.21962,17.95443,0.8003699,0.9839711,0.9902989,0.9736116,0.8603174,0.1304964,1.07e-05
19.44298,18.13772,17.57808,17.32269,17.12509,16.70231,55.57922,93.06081,117.7393,141.2382,27.92117,6.783814,7.579958,7.173168,6.98658,17.37794,50.08952,113.6289,89.37882,117.5079,3.947449,3.491297,3.739468,3.734165,3.347494,21.79698,19.80281,20.30893,19.63444,19.56048,0.4730761,0.5396916,0.6140144,0.6426618,0.5844312,0.03671456,2.34e-05
22.39741,21.19168,20.18172,19.42982,19.28349,1.081264,3.334358,8.457172,16.90536,19.31833,2.969956,2.969676,4.427078,7.359051,4.58784,2.478423,2.605365,13.63385,7.145115,16.02166,4.508384,1.708295,1.851446,1.931132,1.935396,23.70788,21.66364,22.48123,20.78805,20.52768,0.1671828,0.05,0.05,0.06727151,0.05,0.2107627,3.2e-05
19.23251,17.61317,16.86782,16.49504,16.21276,20.27575,90.10144,179.0074,252.3374,327.2594,6.155004,5.35443,5.05932,5.133368,5.137881,26.71072,99.01149,268.3038,189.3973,331.112,3.017567,2.522109,2.335841,2.364154,2.253788,20.65426,18.20502,18.96729,17.92589,17.54544,0.8374761,0.8524112,0.8374371,0.814566,0.7837813,0.06198774,1.88e-05
20.85289,19.84798,19.12566,18.71405,18.50922,4.554416,11.50216,22.37289,32.68631,39.46017,3.235079,3.516166,4.01039,3.376476,3.924227,3.453863,10.92288,35.01728,22.10147,38.06754,1.470603,1.682705,1.796213,1.658671,1.680273,22.00276,20.69908,21.24665,20.26155,19.85422,0.5221835,0.8361223,0.8358243,0.7923449,0.8235822,0.2307654,1.07e-05
17.12283,15.49197,14.62634,14.12318,13.70269,141.5361,635.6417,1410.796,2242.47,3303.124,15.38118,11.76147,12.70369,12.2156,11.8814,123.3911,492.7577,1635.715,1069.225,2187.136,6.698411,5.90268,5.77542,5.850924,5.456015,20.31661,17.84121,18.70764,17.27588,16.67669,0.7052041,0.7580099,0.7602726,0.7266536,0.6907544,0.03334964,7.47e-06
19.94238,18.67993,18.26671,18.00607,17.9122,10.54313,33.73062,49.35307,62.74352,68.40239,4.075811,3.122062,3.414736,3.375488,4.109319,10.02726,28.28462,54.62021,43.5211,68.271,1.748559,1.411121,1.465529,1.527294,1.769672,20.87749,19.36993,19.67158,19.18264,19.05749,0.5264571,0.9440204,0.8408217,0.9024531,0.7794325,0.08150414,7.48e-06
19.80383,18.76745,18.22887,17.91655,17.74647,11.97864,31.11833,51.10358,68.13609,79.685,4.408152,4.160928,4.102488,4.17479,4.366355,11.04553,29.69733,61.59304,48.52283,76.33976,1.873062,2.072787,1.960748,2.024342,2.023481,21.38049,20.1715,20.55014,19.82503,19.60157,0.6726589,0.8751816,0.8525647,0.8702398,0.9626569,0.1155435,6.69e-06
21.96821,21.16702,21.22491,21.23532,20.91827,1.61998,3.411053,3.23174,3.195217,4.164753,1.466367,1.493092,1.365661,1.389413,1.166981,1.39647,3.034332,2.823183,2.907841,3.059152,0.7683149,0.7552832,0.6846572,0.7038709,0.6388068,21.99797,21.36164,21.27419,21.36072,21.03162,0.1002579,0.5202879,0.877799,0.4616805,0.8011979,0.0379505,8.97e-06
18.60061,17.11897,16.4252,16.02271,15.69958,36.28702,142.041,269.1029,389.8661,525.0107,9.987098,9.47887,9.014009,9.674075,9.412003,38.38676,140.9386,374.3123,269.3383,534.9233,4.344473,4.24511,4.022892,4.221945,4.254919,21.29008,19.26661,19.84275,18.95608,18.47405,0.2406176,0.2326246,0.2562626,0.2453857,0.2444334,0.04313593,1.15e-05
19.60276,18.34042,17.51067,17.08133,16.77035,14.41638,46.11392,99.02155,147.0505,195.8194,9.993979,3.357527,3.324297,3.30663,3.053419,14.60921,41.01411,127.5335,86.12897,161.5662,1.796263,1.643004,1.558906,1.577696,1.446064,20.70088,18.67665,19.48732,18.29504,18.02746,0.6676551,0.7818395,0.7704567,0.7703434,0.7831033,0.1632913,1.44e-05
19.67536,18.32976,17.49388,17.03344,16.70393,13.48366,46.56865,100.5654,153.6828,208.1722,6.940089,5.15918,4.653049,4.91951,4.796477,17.16186,47.1702,142.3857,98.96709,190.1894,3.098673,2.428472,2.182241,2.298082,2.1617,21.15065,19.13483,19.99809,18.56006,18.25923,0.4956242,0.4288805,0.4418449,0.44082,0.4725756,0.1293984,1.41e-05
17.61244,16.54517,16.09812,15.80124,15.62279,90.16214,240.9538,363.7076,478.0845,563.4847,9.886841,9.797785,9.667813,9.821512,9.664126,90.57702,231.3792,451.2238,344.4346,496.3549,4.821938,4.678262,4.5558,4.635537,4.237164,20.52518,18.92343,19.43869,18.70037,18.59154,0.6213251,0.5778777,0.5743321,0.5658618,0.5674675,0.05404679,7.24e-06
19.62189,18.1247,17.33728,16.90907,16.62332,14.16452,56.2496,116.1685,172.3347,224.2157,3.707933,3.528284,3.195657,3.205705,3.200613,12.65192,52.88083,152.045,105.4781,197.817,1.659043,1.634475,1.448365,1.487696,1.442168,20.41013,18.27396,19.0373,17.84801,17.60098,0.7000356,0.8758081,0.893496,0.9078451,0.8749398,0.1191214,1.14e-05
19.60271,18.29202,17.65349,17.25959,17.05177,14.41703,48.21571,86.81689,124.7851,151.1063,7.051514,4.818765,3.837887,4.152668,4.071606,18.53522,51.73586,123.0838,91.91814,156.911,2.544075,2.195841,1.794053,1.967003,1.915019,20.67993,18.86474,19.34096,18.49018,18.28204,0.4296399,0.5306975,0.5406834,0.5110127,0.5041509,0.09477592,8.37e-06
19.7699,18.36266,17.57164,17.11904,16.83225,12.35908,45.17867,93.61462,142.0315,184.9657,5.522397,4.500108,4.054012,4.331353,4.477808,10.46818,38.00718,120.8044,81.51466,158.9704,1.6283,1.879981,1.806049,1.893541,1.858784,20.93754,18.80017,19.50514,18.39623,18.07648,0.4602476,0.6145831,0.6229954,0.6148211,0.6658465,0.1377595,6.33e-06
22.03679,21.44152,21.35914,21.44947,21.33832,1.519297,2.647834,2.854816,2.619242,2.727375,1.55777,1.764256,1.688391,1.699691,1.563324,1.049736,2.238547,2.255223,2.456034,1.974412,0.7722203,0.9537045,0.9030516,0.9088726,0.8094004,22.04789,21.40829,21.46798,21.47604,21.35352,0.05,0.7689818,0.1330515,0.06766555,0.05128368,0.01709611,6.36e-06
19.10109,17.94835,17.43482,17.09564,16.89616,22.88478,66.16991,106.1866,145.1251,174.392,4.024874,3.978714,4.143145,4.020568,3.960936,23.67164,65.27134,149.9989,108.2338,175.5577,1.985852,1.880072,1.960824,1.939366,1.956733,20.35575,18.82775,19.34433,18.54454,18.19075,0.3333299,0.363992,0.4226404,0.4257762,0.4709745,0.04844005,5.58e-06
19.56601,18.21386,17.27131,16.78259,16.47997,14.91274,51.81483,123.4453,193.6266,255.8645,5.115029,6.260093,5.803794,6.162004,5.77468,12.22459,47.05169,167.1732,110.0211,231.9439,2.379444,2.675657,2.326271,2.443446,2.550312,20.71221,18.63878,19.45279,18.13511,17.69345,0.5550748,0.7633915,0.7640826,0.7287676,0.7815146,0.1785125,3.6e-05
21.96536,20.4396,19.66789,18.94382,18.63219,1.624298,6.669292,13.57722,26.45152,35.2315,7.358377,2.994168,2.611634,7.360282,2.630774,3.378836,5.233526,21.29874,13.00909,22.41329,3.384927,1.47279,1.361803,1.809081,0.9978777,23.01255,20.61589,21.28577,19.67441,19.52682,0.202633,0.2625872,0.5604619,0.309218,0.1499796,0.2255224,3.53e-05
22.13986,21.24399,21.24935,21.12857,21.54901,1.379265,3.177289,3.159623,3.527327,2.172959,1.329743,1.627737,1.520486,1.603916,1.169682,0.9391803,2.757937,3.134757,2.812073,1.523757,0.702361,0.8617436,0.813598,0.858206,0.7139131,22.26026,21.38332,21.38056,21.2762,21.72867,0.05665048,0.9997779,0.850294,0.9997767,0.2653559,0.07087879,7.95e-06
22.17787,21.66107,20.44418,19.68547,19.26134,1.330837,2.161836,6.640271,13.35775,19.71764,1.356519,1.852313,2.367233,1.939478,1.615392,0.9933861,2.154301,14.53152,6.410888,19.15063,0.8487099,1.028924,1.073675,0.9577076,0.8898863,22.34552,21.05194,22.11033,20.34179,19.77618,0.05,0.4768616,0.5764153,0.5550734,0.4646893,0.5241398,0.000113769
17.74955,16.30425,15.78105,15.4479,15.28511,79.46568,300.8157,487.0582,661.9723,769.0532,27.91553,13.01806,12.61784,12.50012,9.720111,61.50051,296.3262,638.5145,457.057,591.5405,4.313458,5.469863,5.293882,5.132225,4.017483,20.54453,18.97775,19.16811,18.61382,18.07254,0.2499487,0.2934832,0.2999996,0.3077914,0.3379778,0.03156771,9.33e-06
18.83775,17.50967,16.87868,16.52403,16.29754,29.16688,99.11302,177.227,245.691,302.6779,6.598341,6.008642,5.54393,5.748753,5.442915,37.52161,106.6835,243.2587,183.1571,268.8536,3.276287,2.939811,2.599877,2.667955,2.320321,20.71536,18.55049,19.03798,18.06408,17.64441,0.7239191,0.8134763,0.7911584,0.7894835,0.8075868,0.1057843,1.28e-05
19.50938,17.80492,16.98458,16.5022,16.14189,15.71128,75.51469,160.7556,250.6789,349.3345,5.127604,7.004433,5.483842,5.748183,4.085956,10.09316,83.721,239.1369,159.2082,312.7037,1.752033,3.09802,2.464075,2.60703,2.158771,21.10829,18.64486,19.6078,18.16429,17.85062,0.1999677,0.1999833,0.2109185,0.239627,0.2529128,0.04709625,1.88e-05
19.5557,18.25312,17.51083,17.11722,16.85782,15.05507,49.97454,99.00759,142.27,180.6605,4.0836,3.727829,3.418257,3.365518,3.340538,14.72858,45.08463,123.0905,86.43941,159.3352,1.726184,1.605622,1.482844,1.470092,1.503165,20.79094,18.80272,19.50653,18.33553,18.00961,0.6646096,0.6636832,0.6847641,0.7105985,0.710745,0.1305422,1.08e-05
22.47893,21.52062,21.79915,21.97026,22.29415,1.000375,2.461351,1.899394,1.609018,0.7557406,1.07338,1.143974,1.112029,1.019142,0.9666528,0.9603361,2.087697,1.485951,1.596238,0.7666605,0.6037074,0.6137313,0.5994121,0.5582504,0.583008,22.55125,21.89124,21.58916,22.11144,22.33838,0.3241289,0.7078022,0.4724377,0.7724559,0.05,0.06006025,2.46e-05
22.17823,20.9316,20.04741,19.34355,18.77356,1.330385,4.238043,9.571191,18.30367,30.92621,2.970458,3.41758,2.493546,2.414186,3.11597,0.9733922,4.408152,17.41649,8.420788,32.35667,1.093698,1.611755,1.161515,1.102021,1.465945,22.66247,20.81967,21.62451,20.15602,19.4859,0.05,0.6024553,0.7747942,0.9153849,0.5935162,0.4591691,4.27e-05
22.70499,21.89762,21.02409,20.60702,20.42597,0.8042769,1.736972,3.890031,5.711657,6.673702,1.292768,1.557973,1.584239,1.594222,1.407575,0.4894259,1.408456,4.867229,3.290831,4.654439,0.6924138,0.8397799,0.8630187,0.8786806,0.6614481,22.7723,21.29736,22.12468,20.88805,20.60027,0.3393125,0.451589,0.6000005,0.7220141,0.09018924,0.3077232,3.18e-05
19.61154,18.2004,17.38829,16.94242,16.63231,14.30017,52.46117,110.8365,167.1219,222.3678,18.01995,4.954523,4.2536,4.506172,3.584925,14.92574,42.81374,121.302,86.03279,135.2549,2.966169,2.197416,1.850431,1.99808,1.503759,21.40664,19.40317,20.11663,19.00521,18.67852,0.5669555,0.5666729,0.5736809,0.5451238,0.520919,0.1343755,2.1e-05
18.65695,17.37734,16.85388,16.53625,16.33169,34.45172,111.9598,181.3212,242.9391,293.306,5.782815,5.466496,5.18085,5.402453,5.423132,37.96126,111.3934,229.4511,178.1178,278.1761,2.945349,2.727236,2.511547,2.64865,2.523009,20.69246,18.84764,19.40161,18.69896,18.47297,0.5659379,0.5507207,0.5664251,0.5424359,0.5184991,0.05922638,9.36e-06
19.75605,18.73461,18.25922,17.9473,17.8144,12.51776,32.0739,49.69482,66.23335,74.85101,3.017748,2.972369,3.234505,3.310802,3.696954,12.01216,31.13001,64.68162,49.43903,67.00881,1.646575,1.62093,1.641786,1.650202,1.520269,21.15664,20.13948,20.26348,19.81112,19.42854,0.8042863,0.7094588,0.7120795,0.7379087,0.6623094,0.06038615,7.36e-06
21.82203,20.95345,20.03676,19.74409,19.39961,1.856692,4.153534,9.665561,12.65542,17.35279,1.564506,1.628576,1.457069,1.434819,1.079821,1.767777,4.216403,12.39532,9.733947,14.69545,0.7872141,0.7976755,0.7144296,0.7445632,0.5786222,21.85122,20.11173,21.02205,19.83345,19.50403,0.114293,0.6522501,0.7146833,0.7035853,0.8422902,0.4103394,8.81e-06
19.03737,18.06178,17.63717,17.29127,17.09459,24.26817,59.60582,88.13184,121.1966,145.2629,2.048859,2.925642,3.559892,3.676062,3.688939,21.56586,59.35784,126.9579,93.13692,153.2908,1.09526,1.386854,1.560024,1.584267,1.601457,19.63844,18.54835,18.83978,18.25812,18.03255,0.6879892,0.825914,0.7287648,0.6889242,0.7196426,0.04346565,7.55e-06
19.75404,18.29824,17.57578,17.14632,16.851,12.54092,47.94063,93.25802,138.5074,181.7991,18.02761,4.317803,3.950444,4.221822,4.079628,13.19907,48.10064,134.2738,90.83084,178.4339,2.011924,2.016563,1.911974,1.984537,1.970625,21.17012,18.96948,19.73936,18.6582,18.30356,0.4766021,0.38537,0.4049988,0.4182367,0.3780295,0.1037531,1.03e-05
21.72192,20.97674,20.09216,19.70271,19.39756,2.037974,4.065282,9.184627,13.1472,17.38567,1.92703,1.633681,1.897434,2.037972,1.676511,1.503642,3.654979,13.39378,9.202838,16.76308,0.925678,0.9223799,0.9390586,1.066816,0.9313821,21.78444,20.24489,21.10625,19.8738,19.57132,0.05,0.6768989,0.6560048,0.5847801,0.2173927,0.3959264,1.8e-05
19.20158,17.3145,16.36573,15.9176,15.57736,20.86164,118.6312,284.2555,429.4972,587.5659,10.26064,6.251691,5.718642,5.784248,5.622415,21.85154,111.9591,397.6735,265.0595,519.6295,3.028715,2.544573,2.391354,2.450596,2.270747,20.80527,18.08555,18.91557,17.71315,17.30705,0.6774906,0.6880195,0.6189047,0.6547718,0.6847665,0.08744828,1.22e-05
19.27631,18.10618,17.4903,17.10504,16.88015,19.47388,57.21744,100.897,143.875,176.9828,5.692289,4.493514,4.073265,4.149031,4.017961,24.98893,61.24334,146.3388,102.2011,175.0443,2.559537,2.164673,1.94377,1.960618,1.921787,20.78739,19.21171,19.56287,18.86197,18.41916,0.5663314,0.6127282,0.6186826,0.6210403,0.6047638,0.0892996,8.02e-06
17.36616,16.36333,15.99857,15.73627,15.62476,113.1188,284.8833,398.6305,507.5663,562.4646,7.400527,7.766565,8.108891,8.064687,7.757261,97.25888,274.8225,476.8443,385.1447,467.046,3.91523,4.140038,4.155287,4.209106,3.762681,19.81614,18.62586,19.16102,18.335,18.27526,0.949976,0.9856966,0.9927223,0.9935122,0.9499416,0.05281672,7.96e-06
19.76732,18.3873,17.67577,17.26994,17.02399,12.38848,44.16516,85.05318,123.6018,155.0225,2.424497,2.955449,2.97626,3.337245,3.293417,10.97814,45.76357,127.3532,87.88945,162.8972,1.21578,1.422146,1.411186,1.58567,1.513232,20.41716,18.4551,19.34523,18.32682,17.99476,0.8592948,0.8915721,0.8900167,0.9107304,0.9192405,0.09654807,7.68e-06
19.23789,18.06269,17.57979,17.24403,17.06429,20.17552,59.55537,92.91412,126.5867,149.3742,8.013604,6.450997,6.03073,5.718203,5.688461,25.16142,60.71661,122.287,86.60355,139.0548,3.776629,2.908163,2.729141,2.613127,2.570145,21.11068,19.60851,20.05329,19.33515,18.97398,0.269093,0.242786,0.2387534,0.2383203,0.2763753,0.08064816,6.79e-06
19.82113,18.08144,17.08441,16.62808,16.246,11.78932,58.53582,146.6347,223.2373,317.392,5.541848,4.61306,4.495048,4.867083,4.156236,12.05196,56.68176,215.674,145.5328,304.2932,2.059397,1.943378,1.887798,1.985248,1.988009,20.84752,18.31944,19.16949,17.86878,17.39504,0.556138,0.7711937,0.7338188,0.7640592,0.7624055,0.1305615,2.81e-05
18.38806,17.26729,16.76876,16.43032,16.30887,44.13377,123.9034,196.1073,267.8371,299.5356,6.963978,6.619633,6.601935,6.771388,6.679878,43.08451,118.0275,252.2892,184.9294,264.2128,3.363244,3.324059,3.263333,3.268866,3.032992,20.72972,19.46993,19.75168,19.11882,18.77299,0.8761681,0.8930725,0.9328265,0.9000117,0.932119,0.06713881,1.04e-05
21.70374,20.73825,18.89323,18.24241,18.02745,2.072705,5.064831,27.71405,50.46944,61.51134,2.705617,3.80864,5.291711,5.061017,2.624276,1.678046,3.357121,50.02077,24.38229,47.11777,1.554718,1.431572,2.418083,2.02738,1.474532,22.48188,19.90996,21.73179,19.21658,19.24262,0.6845174,0.3695926,0.641579,0.790137,0.6078659,0.356667,4.07e-05
18.31306,16.99764,16.33235,15.95338,15.71426,47.29051,158.8341,293.1301,415.5752,517.96,3.90723,3.576292,3.569298,3.726504,3.576454,47.1376,144.5072,365.4993,259.1631,448.2329,1.947039,1.747365,1.711456,1.777108,1.658585,19.54408,17.38182,18.24601,17.09057,16.84645,0.7806377,0.7252763,0.7280366,0.7219644,0.7226693,0.07368585,8.32e-06
19.85436,18.29747,17.39227,16.93595,16.4956,11.43382,47.97432,110.4314,168.1198,252.2069,8.478312,6.428321,5.367706,6.086608,5.530402,13.96926,49.30115,158.1527,114.3208,251.4067,3.701506,2.889363,2.385554,2.784613,2.733945,21.56602,19.26118,20.01781,18.99436,18.24455,0.149984,0.1999446,0.1999748,0.1999725,0.2000003,0.05338937,1.87e-05
22.76342,20.84111,19.04655,18.44104,18.00779,0.7595909,4.6067,24.06397,42.03143,62.63586,0.8325993,2.775326,3.104506,3.481995,4.397319,1.569193,3.776603,38.31652,22.13122,60.22124,3.936901,1.2199,1.455032,1.623368,1.562084,23.44623,19.96448,21.86694,19.53339,18.97149,0.09265084,0.609292,0.7597405,0.753637,0.7826003,0.3196968,3.78e-05
18.90635,17.63736,17.13656,16.83452,16.61334,27.38093,88.11626,139.7574,184.5824,226.2862,5.78054,4.835069,4.459507,4.664939,4.546376,33.46752,96.64684,196.228,150.6791,247.6892,2.55869,2.246693,2.114601,2.165396,2.17399,20.33924,18.57722,19.10658,18.363,18.21023,0.4313409,0.4777572,0.4793221,0.5146343,0.5134974,0.0427095,8.06e-06
19.92157,18.58379,17.66841,17.16719,16.81375,10.74732,36.85377,85.63162,135.8695,188.1453,18.01728,6.288567,5.275819,5.868501,5.280662,11.96785,37.77382,116.8337,78.87727,147.7305,2.786984,2.72703,2.078356,2.301226,1.830961,21.19837,19.02492,19.82082,18.5677,18.14278,0.4282294,0.6110274,0.5800762,0.6103961,0.7729546,0.1746531,1.89e-05
19.50596,18.07891,17.19811,16.7491,16.41608,15.76092,58.67272,132.0549,199.6918,271.3725,3.420012,3.6194,3.66772,3.50908,3.574333,17.28537,63.83076,212.2755,138.3904,286.0215,1.751589,1.77877,1.730189,1.703687,1.709314,20.79572,18.50145,19.41637,18.0466,17.72494,0.7085339,0.8263239,0.8393497,0.8148795,0.8706434,0.09279294,1.17e-05
20.51793,19.18687,18.43482,18.0867,17.87826,6.203046,21.14684,42.27355,58.25256,70.57486,2.823372,3.82944,3.386509,3.740193,2.933467,4.255486,20.90907,57.39146,40.58043,58.20028,1.181403,1.75338,1.700917,1.6663,1.422724,21.73167,19.89962,20.61398,19.5324,19.11754,0.8999261,0.9425895,0.9683458,0.9032287,0.9748424,0.2051634,8.29e-06
20.11752,18.54168,17.78014,17.3885,17.09746,8.971976,38.31135,77.25769,110.8154,144.8781,4.002084,3.684163,3.267688,3.461167,3.122576,10.2845,40.82649,111.1543,78.90082,143.8361,2.016356,1.745809,1.542789,1.590152,1.562277,21.23795,19.06749,19.72425,18.7348,18.2494,0.2634352,0.4427111,0.4469484,0.454421,0.4455867,0.07996336,1.67e-05
22.84105,22.32547,21.59757,21.71321,21.29375,0.7036014,1.167487,2.28972,2.048334,2.857088,0.7858338,1.844451,1.375657,1.166207,2.921151,0.4084494,1.455097,2.126734,2.213673,5.245,0.3807165,0.8154929,0.6340356,0.5777905,1.057578,22.71115,21.64396,22.36688,21.75224,21.38984,0.05,0.426002,0.5358782,0.1968136,0.1738914,0.2704515,9.41e-06
19.67319,18.49761,17.81743,17.4529,17.2661,13.51067,39.89822,74.64968,104.4328,124.0347,4.514339,4.253405,4.025649,4.383559,4.146675,13.94808,40.27962,96.75627,72.36486,114.5605,2.223634,2.271018,2.003989,2.087616,2.051828,20.83422,19.15394,19.70049,18.77233,18.45309,0.8798975,0.9080727,0.9643638,0.9500817,0.8982722,0.140983,9.66e-06
19.51697,18.21567,17.58853,17.24385,17.01261,15.6019,51.72868,92.1692,126.6077,156.6562,6.37405,5.596679,5.168594,5.582306,5.61358,19.88742,52.16873,119.7878,89.69843,147.5867,3.234232,2.766875,2.527453,2.633311,2.588239,21.89846,19.96416,20.48875,19.75175,19.3441,0.7277891,0.8401397,0.8184063,0.7829614,0.7451556,0.130747,1.58e-05
21.65339,20.98225,21.14814,20.91536,21.2265,2.171948,4.044679,3.469168,4.296303,3.062016,1.304898,1.43041,1.290661,1.331208,0.9919588,1.622295,3.551643,4.015676,3.212458,2.123515,0.701615,0.7468708,0.658237,0.6607021,0.5201642,21.75643,21.4513,21.16722,21.25899,21.38789,0.1604784,0.6003426,0.7862003,0.67071,0.07922251,0.1255804,8.73e-06
18.37194,17.02029,16.41446,16.1028,15.88413,44.79404,155.5544,271.7778,362.1429,442.9402,11.1899,10.00449,9.799316,10.36088,9.262503,46.25224,140.4243,324.1478,246.7854,367.7027,5.296367,4.993001,4.875443,4.968958,4.561027,21.45526,19.58998,20.16703,19.2983,18.83109,0.8205263,0.7427123,0.7613775,0.7767041,0.71471,0.04938443,2.54e-05
20.84264,19.47181,18.85768,18.66005,18.26959,4.597697,16.26529,28.63657,34.35325,49.21139,18.0177,4.485567,4.937756,4.41516,9.074087,4.819365,13.63649,34.41251,25.49141,63.42644,2.18991,1.882978,2.091301,1.940368,2.954338,22.88414,20.82175,21.21004,20.76313,19.92691,0.09949642,0.1892122,0.2006903,0.1944077,0.2015111,0.09575781,8.47e-06
18.19913,16.45382,15.6398,15.23608,14.89688,52.5227,262.1037,554.7285,804.5771,1099.633,8.770971,9.402839,8.08077,8.715745,8.045336,46.19744,233.1207,656.6769,472.9041,879.7883,3.938017,4.158105,3.571383,3.876521,3.597422,20.06722,17.58934,18.41,17.1878,16.81051,0.6348844,0.5911154,0.5750451,0.5650915,0.6168724,0.04663594,6.47e-06
18.959,17.88498,17.42063,17.1275,17.1301,26.08479,70.14661,107.5842,140.9288,140.5881,4.396964,4.443055,4.597975,4.591352,4.610879,27.75404,67.50581,137.2355,102.594,155.5134,2.410339,2.327518,2.382858,2.327311,2.454357,21.06423,19.60501,19.98451,19.41466,19.36864,0.636207,0.7388306,0.7406614,0.742551,0.8000052,0.06107314,7.01e-06
18.87137,17.73992,17.38159,17.10053,16.96713,28.27755,80.17357,111.5223,144.4728,163.3571,3.724916,4.450428,5.02085,5.113038,4.866225,26.65489,78.92428,147.2929,112.6152,164.0414,1.875729,2.133365,2.270904,2.293241,2.215245,20.16607,18.83537,19.27944,18.71309,18.70124,0.4499592,0.3604695,0.350786,0.3586113,0.3280183,0.05063327,5.43e-06
18.71078,17.43777,16.76662,16.39393,16.12388,32.78547,105.8985,196.4946,276.9678,355.1779,6.153665,6.03054,5.568534,5.69421,5.111979,42.02634,114.1327,279.5722,203.7599,323.3742,3.174925,2.966324,2.646911,2.732266,2.382214,20.84296,18.52988,19.15701,18.09542,17.82402,0.6895338,0.7264245,0.6864982,0.7067917,0.6337529,0.1093402,2.07e-05
21.07817,19.29616,17.81191,17.23425,16.81184,3.699239,19.12163,75.02998,127.7321,188.4766,3.979715,5.993284,3.781657,4.627903,3.330642,4.691863,21.92859,125.0318,78.20239,179.1905,2.992508,2.279243,1.765026,1.927176,1.7291,22.24126,19.16789,20.57202,18.5724,18.1199,0.2803843,0.9378582,0.9774352,0.986665,0.9234667,0.2349574,4.09e-05
20.08509,18.49127,17.75244,17.24813,16.97446,9.244058,40.13181,79.25455,126.1097,162.2587,8.509601,6.431794,5.734978,5.906301,5.004104,11.85774,43.4667,123.2715,81.48034,139.1179,3.754381,3.082285,2.578728,2.684196,2.190258,21.73393,19.54626,20.2571,18.98389,18.63758,0.1348966,0.2063052,0.2029817,0.2113991,0.2169862,0.09247427,1.32e-05
21.95742,21.42727,20.71619,20.39435,20.04321,1.636397,2.682899,5.167617,6.949723,9.552876,1.747515,2.05164,2.019693,1.620691,2.285444,1.523075,2.461498,7.068469,4.512393,9.199799,0.8830991,1.030283,0.888034,0.8251974,1.013393,22.01138,20.87601,21.54018,20.54633,20.17683,0.05,0.2328889,0.8020636,0.5192182,0.05,0.408014,1.17e-05
22.26069,21.4859,20.75273,20.42027,20.4785,1.230873,2.541536,4.996399,6.78559,6.350674,3.342669,1.568667,1.537012,1.363818,0.8096301,1.679123,2.512624,6.596286,4.805366,5.594609,0.9038762,0.747301,0.7031051,0.6772818,0.5829497,22.54427,21.18104,21.81787,20.81982,20.65271,0.05172347,0.9656422,0.7787585,0.7224469,0.05,0.2271135,2.71e-05
17.90924,16.64075,15.98535,15.62132,15.33871,68.59653,220.6474,403.5149,564.2487,732.0068,8.221572,8.5669,7.757679,8.258028,8.13922,55.115,177.7676,425.609,316.5071,556.3856,3.463193,3.503352,3.178193,3.373775,3.231438,19.8842,17.99262,18.61353,17.64438,17.46344,0.838484,0.8307554,0.8080437,0.774404,0.8289272,0.05846742,9.65e-06
18.75166,17.72842,17.29927,17.08885,17.04667,31.57393,81.02747,120.3074,146.0352,151.817,9.97703,8.376964,8.273701,8.693774,7.486943,27.27131,75.17126,131.0268,117.1096,115.5297,4.139202,4.200874,4.036735,4.320328,3.289541,21.49003,20.38142,20.55998,20.09046,19.79982,0.5403543,0.6607532,0.6900708,0.6406444,0.6745288,0.03185022,1.03e-05
20.0896,19.3097,18.45603,18.03605,17.7219,9.205728,18.88467,41.45559,61.03474,81.50835,3.258324,2.804217,2.90119,2.900424,2.508401,9.033734,18.08224,58.4779,40.62843,70.48505,1.510645,1.43114,1.430598,1.456693,1.251636,20.63137,19.2589,20.13037,18.81543,18.63525,0.8505077,0.7827538,0.8700874,0.8262816,0.9999679,0.2611194,1.4e-05
18.19519,16.9759,16.44664,16.11767,15.93754,52.7135,162.0461,263.8423,357.2167,421.6814,6.202223,6.575832,6.554985,6.595022,6.092379,50.80659,165.4444,361.4671,263.4579,390.148,2.963336,3.150906,3.125957,3.08499,2.868098,20.47991,18.5401,19.17584,18.1991,17.98037,0.360667,0.3641264,0.3939061,0.392344,0.3882505,0.04331068,8.31e-06
